date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:30:25	261727/261727	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Dec%202022%2012:30:24%20GMT	https://thebestschools.org/online-colleges/michigan-state-university-online/	C:/My%20Web%20Sites/thebestschools/thebestschools.org/online-colleges/michigan-state-university-online/index.html	(from https://thebestschools.org/sitemap/)
14:30:25	246562/246562	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Dec%202022%2012:30:25%20GMT	https://thebestschools.org/online-colleges/fayetteville-state-university-online/	C:/My%20Web%20Sites/thebestschools/thebestschools.org/online-colleges/fayetteville-state-university-online/index.html	(from https://thebestschools.org/sitemap/)
14:30:25	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2025%20Dec%202022%2012:30:25%20GMT	https://www.facebook.com/sharer/sharer.php?u=https://thebestschools.org/rankings/certificates/best-online-certificates-sonography-ultrasound/&t=Best%20Online%20Certificate%20in%20Sonography%20and%20Ultrasound%20Programs	C:/My%20Web%20Sites/thebestschools/www.facebook.com/sharer/sharer.63d390c.delayed	(from https://thebestschools.org/rankings/certificates/best-online-certificates-sonography-ultrasound/)
14:30:25	248505/248505	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Dec%202022%2012:30:25%20GMT	https://thebestschools.org/online-colleges/midway-university-online/	C:/My%20Web%20Sites/thebestschools/thebestschools.org/online-colleges/midway-university-online/index.html	(from https://thebestschools.org/sitemap/)
14:30:25	248733/248733	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Dec%202022%2012:30:25%20GMT	https://thebestschools.org/online-colleges/xavier-university-online/	C:/My%20Web%20Sites/thebestschools/thebestschools.org/online-colleges/xavier-university-online/index.html	(from https://thebestschools.org/sitemap/)
14:30:26	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2025%20Dec%202022%2012:30:24%20GMT	https://www.linkedin.com/shareArticle?mini=true&url=https://thebestschools.org/rankings/certificates/best-online-certificates-sonography-ultrasound/&title=Best%20Online%20Certificate%20in%20Sonography%20and%20Ultrasound%20Programs	C:/My%20Web%20Sites/thebestschools/www.linkedin.com/shareArticle.63e61e2.delayed	(from https://thebestschools.org/rankings/certificates/best-online-certificates-sonography-ultrasound/)
14:30:26	145342/145342	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Dec%202022%2012:30:26%20GMT	https://twitter.com/intent/tweet?text=Read%20Best%20Online%20Certificate%20in%20Sonography%20and%20Ultrasound%20Programs%20at%20https://thebestschools.org/rankings/certificates/best-online-certificates-sonography-ultrasound/	C:/My%20Web%20Sites/thebestschools/twitter.com/intent/tweetaf35.html	(from https://thebestschools.org/rankings/certificates/best-online-certificates-sonography-ultrasound/)
14:30:26	0/-1	---M--	302	error ('')			https://www.facebook.com/sharer/sharer.php?u=https://thebestschools.org/rankings/certificates/best-online-certificates-sonography-ultrasound/&t=Best%20Online%20Certificate%20in%20Sonography%20and%20Ultrasound%20Programs	C:/My%20Web%20Sites/thebestschools/www.facebook.com/sharer/sharer.640390c.delayed	(from https://thebestschools.org/rankings/certificates/best-online-certificates-sonography-ultrasound/)
14:30:26	252219/252219	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Dec%202022%2012:30:26%20GMT	https://thebestschools.org/online-colleges/harvard-university-online/	C:/My%20Web%20Sites/thebestschools/thebestschools.org/online-colleges/harvard-university-online/index.html	(from https://thebestschools.org/sitemap/)
14:30:26	246252/246252	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Dec%202022%2012:30:26%20GMT	https://thebestschools.org/online-colleges/lehigh-university-online/	C:/My%20Web%20Sites/thebestschools/thebestschools.org/online-colleges/lehigh-university-online/index.html	(from https://thebestschools.org/sitemap/)
